city,location,time,weather,crime_type,cctv,police,traffic,speed,temp,rainfall,accidents,complaints,severity
Kolkata,Howrah,Afternoon,stormy,Vandalism,7,2,5,68,30,161,2,5,4.99
Kolkata,Tollygunge,Night,foggy,Mobile Theft,8,3,1,43,20,205,3,3,5.67
Mumbai,Chembur,Midnight,rainy,Pickpocketing,5,0,3,5,26,51,4,7,7.52
Hyderabad,Mehdipatnam,Midnight,foggy,Mobile Theft,0,4,5,46,33,208,2,5,7.71
Pune,Viman Nagar,Midnight,sunny,Theft,9,2,6,9,30,1,5,8,6.97
Delhi,Karol Bagh,Morning,stormy,Theft,6,2,8,16,27,128,9,6,6.78
Mumbai,Bandra,Afternoon,foggy,Assault,4,1,1,33,18,177,2,8,7.55
Mumbai,Mulund,Morning,sunny,Assault,8,2,3,7,26,163,7,7,6.91
Mumbai,Andheri,Evening,cloudy,Carjacking,6,4,1,65,18,21,3,3,4.83
Pune,Koregaon Park,Afternoon,foggy,Burglary,4,0,5,55,31,226,4,5,6.91
Pune,Baner,Night,stormy,Carjacking,1,1,8,40,28,81,2,6,8.76
Bangalore,Yeshwanthpur,Midnight,sunny,Fraud,3,4,4,79,43,163,4,3,5.93
Kolkata,Behala,Evening,foggy,Mobile Theft,1,2,9,6,40,2,6,3,6.62
Ahmedabad,Navrangpura,Afternoon,cloudy,Robbery,8,3,6,33,31,171,2,9,8.0
Hyderabad,Kukatpally,Morning,foggy,Robbery,1,3,6,45,15,117,2,2,6.4
Chennai,T.Nagar,Midnight,sunny,Chain Snatching,1,4,5,33,34,143,0,9,8.08
Pune,Chinchwad,Morning,foggy,Theft,1,0,5,68,15,251,1,5,6.41
Ahmedabad,Naranpura,Afternoon,stormy,Eve Teasing,0,3,7,62,44,265,3,1,6.67
Pune,Wakad,Afternoon,rainy,Carjacking,8,4,8,14,36,169,8,3,6.74
Hyderabad,Abids,Evening,sunny,Chain Snatching,7,1,7,15,44,212,2,7,7.11
Chennai,Anna Nagar,Night,sunny,Assault,1,2,1,11,16,280,9,2,8.25
Bangalore,BTM Layout,Morning,sunny,Robbery,1,0,1,65,31,226,4,7,7.28
Mumbai,Bandra,Evening,sunny,Assault,4,0,6,70,37,261,8,6,8.88
Bangalore,Jayanagar,Midnight,foggy,Carjacking,3,1,3,57,36,254,3,6,8.89
Pune,Viman Nagar,Night,stormy,Vandalism,1,0,9,69,15,7,3,8,8.23
Bangalore,Indiranagar,Evening,cloudy,Cyber Crime,7,4,7,31,26,40,5,3,3.95
Ahmedabad,Satellite,Morning,stormy,Assault,7,0,2,11,27,256,6,7,8.11
Delhi,Karol Bagh,Afternoon,sunny,Eve Teasing,3,0,3,69,28,130,5,1,5.15
Pune,Hadapsar,Midnight,foggy,Robbery,3,0,8,62,24,51,3,2,8.61
Pune,Shivajinagar,Morning,foggy,Carjacking,8,4,1,29,26,101,6,3,4.24
Ahmedabad,Naranpura,Night,sunny,Chain Snatching,3,2,5,52,39,218,9,8,8.74
Kolkata,Tollygunge,Night,foggy,Burglary,9,3,1,8,36,243,2,0,5.52
Chennai,Nungambakkam,Afternoon,sunny,Burglary,8,0,9,12,32,274,2,6,6.94
Mumbai,Chembur,Afternoon,stormy,Carjacking,2,1,7,72,21,69,6,1,7.28
Ahmedabad,Ghatlodia,Midnight,rainy,Burglary,1,1,5,64,33,46,5,4,7.91
Chennai,Porur,Midnight,foggy,Robbery,7,4,6,8,44,116,1,0,7.35
Hyderabad,Miyapur,Afternoon,sunny,Mobile Theft,2,2,3,12,29,77,0,5,4.98
Chennai,Guindy,Afternoon,sunny,Vandalism,1,0,3,20,21,4,5,2,4.51
Hyderabad,Secunderabad,Night,foggy,Assault,7,4,7,23,28,253,8,5,8.43
Ahmedabad,Satellite,Afternoon,cloudy,Eve Teasing,7,3,7,5,23,106,2,7,5.23
Pune,Hadapsar,Evening,sunny,Pickpocketing,4,2,7,38,19,243,8,7,7.08
Pune,Pimpri,Morning,foggy,Chain Snatching,8,2,2,49,15,172,5,3,4.14
Kolkata,Tollygunge,Afternoon,sunny,Mobile Theft,5,4,2,67,30,35,3,6,3.98
Ahmedabad,Isanpur,Midnight,cloudy,Robbery,4,1,5,10,19,172,9,5,9.77
Hyderabad,Madhapur,Evening,rainy,Theft,2,2,4,40,38,179,9,1,5.9
Chennai,Mylapore,Midnight,cloudy,Fraud,6,1,7,70,22,266,9,5,8.41
Chennai,Adyar,Evening,stormy,Fraud,8,2,3,12,33,254,1,1,4.75
Hyderabad,Jubilee Hills,Afternoon,foggy,Cyber Crime,3,2,5,71,34,72,8,3,5.55
Bangalore,Jayanagar,Morning,cloudy,Chain Snatching,6,2,2,31,26,56,4,4,4.46
Kolkata,Ultadanga,Midnight,rainy,Mobile Theft,2,3,1,38,22,65,4,8,7.21
Delhi,Dwarka,Evening,sunny,Robbery,1,1,9,32,22,131,1,2,6.58
Pune,Shivajinagar,Night,foggy,Carjacking,0,3,4,35,37,259,4,4,8.26
Mumbai,Goregaon,Afternoon,cloudy,Assault,5,1,8,21,20,123,5,1,6.45
Chennai,Anna Nagar,Morning,rainy,Carjacking,4,3,7,59,34,91,1,2,5.25
Mumbai,Dadar,Afternoon,cloudy,Carjacking,1,3,1,79,40,273,0,4,6.03
Delhi,Saket,Night,stormy,Theft,2,3,7,13,43,140,5,6,8.07
Ahmedabad,Bopal,Morning,foggy,Burglary,8,4,2,61,23,231,8,5,6.16
Mumbai,Kurla,Night,sunny,Fraud,2,3,3,49,16,69,8,1,5.4
Delhi,Connaught Place,Afternoon,rainy,Mobile Theft,6,2,1,10,32,174,8,8,6.65
Pune,Baner,Evening,cloudy,Pickpocketing,0,0,7,18,15,85,4,7,7.69
Hyderabad,Abids,Afternoon,foggy,Pickpocketing,6,3,3,35,25,252,9,8,6.83
Bangalore,Koramangala,Afternoon,cloudy,Assault,8,0,6,58,29,29,0,8,7.08
Pune,Koregaon Park,Afternoon,foggy,Fraud,7,0,7,15,26,154,2,4,5.27
Chennai,T.Nagar,Midnight,stormy,Theft,6,2,3,73,17,199,7,6,7.47
Delhi,Nehru Place,Night,cloudy,Chain Snatching,9,0,2,6,33,155,8,6,7.77
Mumbai,Mulund,Night,stormy,Robbery,7,0,9,21,34,244,3,9,10.0
Chennai,Nungambakkam,Night,rainy,Carjacking,3,0,9,40,33,19,2,8,9.45
Bangalore,Whitefield,Midnight,stormy,Mobile Theft,1,1,7,7,24,202,1,8,9.12
Hyderabad,Mehdipatnam,Evening,foggy,Cyber Crime,8,3,5,67,30,151,4,5,5.82
Ahmedabad,Naranpura,Afternoon,rainy,Carjacking,2,3,4,47,20,76,1,2,4.38
Chennai,Adyar,Evening,cloudy,Eve Teasing,3,0,4,37,23,171,8,7,7.27
Ahmedabad,Maninagar,Midnight,cloudy,Chain Snatching,6,2,1,33,22,249,9,0,6.03
Delhi,Connaught Place,Night,foggy,Eve Teasing,1,1,4,27,36,185,8,9,10.0
Bangalore,Indiranagar,Afternoon,sunny,Eve Teasing,7,2,7,63,30,127,2,3,5.11
Mumbai,Mulund,Morning,sunny,Burglary,9,2,5,53,22,10,3,9,5.61
Bangalore,Whitefield,Morning,cloudy,Pickpocketing,7,0,9,59,38,241,8,1,6.04
Bangalore,BTM Layout,Evening,foggy,Eve Teasing,4,4,4,79,40,180,0,4,5.21
Kolkata,Behala,Night,sunny,Cyber Crime,8,0,3,32,36,264,6,6,6.18
Bangalore,Rajajinagar,Morning,stormy,Carjacking,7,4,6,75,32,194,1,0,4.93
Bangalore,HSR Layout,Evening,cloudy,Fraud,0,1,4,76,19,245,8,3,6.26
Pune,Shivajinagar,Midnight,stormy,Fraud,8,4,2,29,34,99,2,2,4.91
Chennai,Adyar,Evening,foggy,Burglary,4,0,5,11,26,51,5,3,6.86
Mumbai,Malad,Evening,stormy,Mobile Theft,8,0,4,77,20,74,4,5,6.21
Pune,Baner,Evening,sunny,Fraud,8,2,5,79,16,132,1,9,5.47
Pune,Shivajinagar,Afternoon,sunny,Mobile Theft,9,0,9,38,18,255,8,5,6.95
Chennai,Chrompet,Evening,rainy,Carjacking,9,0,4,26,30,208,2,0,5.97
Chennai,Mylapore,Evening,cloudy,Pickpocketing,2,3,6,71,43,142,5,2,4.84
Delhi,Vasant Kunj,Afternoon,foggy,Pickpocketing,7,3,4,54,38,67,8,0,3.49
Chennai,Tambaram,Afternoon,cloudy,Pickpocketing,6,2,1,52,28,53,7,0,3.72
Kolkata,Gariahat,Midnight,stormy,Robbery,6,4,2,76,31,266,9,0,6.84
Kolkata,Ultadanga,Night,foggy,Chain Snatching,9,4,6,74,33,241,4,2,6.6
Pune,Koregaon Park,Morning,foggy,Robbery,1,3,8,61,18,46,5,1,6.05
Ahmedabad,Vastrapur,Morning,sunny,Robbery,1,1,9,29,32,114,2,3,6.59
Delhi,Connaught Place,Evening,stormy,Robbery,1,3,4,70,26,195,4,6,7.84
Ahmedabad,Nikol,Midnight,sunny,Fraud,1,1,6,20,16,293,5,1,6.74
Ahmedabad,Maninagar,Evening,sunny,Vandalism,3,4,3,62,20,129,2,1,3.8
Pune,Kothrud,Morning,rainy,Fraud,6,3,9,45,20,44,9,6,5.76
Hyderabad,Madhapur,Afternoon,sunny,Vandalism,1,0,8,55,17,154,1,8,6.47
Pune,Hadapsar,Night,cloudy,Fraud,4,1,1,25,22,81,9,2,5.11
Mumbai,Borivali,Midnight,foggy,Carjacking,6,1,2,60,26,266,8,9,8.67
Mumbai,Goregaon,Afternoon,sunny,Chain Snatching,8,1,9,51,17,156,6,7,6.88
Chennai,Mylapore,Night,cloudy,Theft,7,4,3,47,16,24,3,5,5.65
Chennai,Guindy,Midnight,stormy,Theft,8,2,3,35,35,181,2,5,6.16
Hyderabad,LB Nagar,Midnight,foggy,Robbery,6,0,9,19,43,173,3,2,9.1
Chennai,Guindy,Morning,stormy,Theft,2,3,3,52,37,296,8,9,7.22
Mumbai,Borivali,Afternoon,cloudy,Cyber Crime,0,1,5,66,15,40,8,8,6.66
Ahmedabad,Isanpur,Midnight,stormy,Chain Snatching,9,4,6,74,32,287,5,8,8.07
Pune,Chinchwad,Midnight,stormy,Cyber Crime,6,1,3,7,32,48,8,3,7.49
Bangalore,Marathahalli,Night,stormy,Cyber Crime,5,3,8,42,22,261,8,9,8.91
Kolkata,Barasat,Morning,sunny,Chain Snatching,1,0,2,62,40,243,5,5,5.76
Bangalore,Koramangala,Evening,sunny,Mobile Theft,0,1,6,71,36,56,4,4,5.82
Bangalore,Marathahalli,Morning,sunny,Assault,9,4,2,49,28,5,2,3,3.55
Mumbai,Thane,Evening,foggy,Burglary,3,4,9,48,43,46,0,1,5.79
Bangalore,Hebbal,Afternoon,cloudy,Chain Snatching,3,2,6,12,27,62,3,3,6.3
Pune,Wakad,Afternoon,sunny,Mobile Theft,5,4,9,70,29,66,0,6,5.05
Hyderabad,Banjara Hills,Midnight,stormy,Burglary,4,2,4,75,29,182,0,2,7.65
Delhi,Nehru Place,Afternoon,stormy,Theft,8,0,3,65,27,161,5,2,5.31
Chennai,Guindy,Midnight,stormy,Burglary,7,3,2,21,18,296,4,2,6.04
Delhi,Saket,Morning,stormy,Vandalism,8,2,8,75,18,104,6,8,5.93
Ahmedabad,Maninagar,Afternoon,rainy,Carjacking,9,1,4,40,19,262,0,0,5.09
Pune,Hadapsar,Morning,foggy,Burglary,6,1,2,72,17,56,0,4,4.67
Pune,Viman Nagar,Morning,cloudy,Cyber Crime,8,3,9,25,26,15,7,8,5.64
Kolkata,Gariahat,Afternoon,cloudy,Cyber Crime,2,4,8,50,44,58,5,6,5.42
Pune,Aundh,Morning,sunny,Carjacking,8,1,5,50,34,165,7,0,4.97
Chennai,Tambaram,Afternoon,rainy,Robbery,1,2,8,20,26,249,5,3,8.01
Pune,Chinchwad,Afternoon,cloudy,Cyber Crime,8,3,5,26,34,33,5,5,5.05
Bangalore,Marathahalli,Afternoon,foggy,Theft,5,1,7,10,21,45,9,4,6.54
Kolkata,Park Street,Evening,stormy,Carjacking,3,4,5,60,21,298,6,1,6.37
Chennai,Porur,Morning,sunny,Eve Teasing,1,4,5,49,15,46,1,0,3.82
Hyderabad,Abids,Night,foggy,Robbery,9,1,4,62,26,251,2,3,7.82
Hyderabad,Miyapur,Afternoon,cloudy,Cyber Crime,2,3,5,32,17,165,3,9,6.6
Hyderabad,Madhapur,Morning,rainy,Carjacking,4,0,7,21,29,131,0,4,6.93
Hyderabad,Miyapur,Midnight,sunny,Assault,8,1,3,40,23,69,8,3,7.63
Bangalore,Koramangala,Afternoon,cloudy,Burglary,6,4,4,16,36,59,8,2,5.49
Pune,Pimpri,Afternoon,sunny,Assault,2,0,8,54,36,204,3,9,9.12
Delhi,Dwarka,Night,cloudy,Chain Snatching,3,3,6,63,34,237,0,7,7.53
Chennai,Anna Nagar,Evening,stormy,Mobile Theft,1,4,8,16,40,105,0,5,6.41
Bangalore,Koramangala,Evening,rainy,Mobile Theft,7,3,2,66,23,183,5,2,4.94
Hyderabad,Secunderabad,Afternoon,stormy,Mobile Theft,5,1,9,44,28,6,1,5,6.24
Ahmedabad,Bopal,Morning,cloudy,Vandalism,2,3,7,6,42,30,0,9,5.74
Pune,Chinchwad,Midnight,foggy,Robbery,4,4,5,29,17,215,9,7,9.7
Delhi,Karol Bagh,Midnight,stormy,Pickpocketing,4,1,7,78,22,297,1,6,8.05
Ahmedabad,Naranpura,Morning,foggy,Pickpocketing,0,4,2,35,43,285,6,0,4.53
Kolkata,Salt Lake,Afternoon,cloudy,Carjacking,4,4,4,51,20,125,3,5,5.53
Ahmedabad,Ghatlodia,Midnight,rainy,Burglary,5,0,7,64,26,50,6,0,7.34
Kolkata,Barasat,Evening,foggy,Theft,9,2,2,77,16,189,6,3,5.41
Kolkata,New Town,Morning,cloudy,Pickpocketing,9,3,8,45,17,50,3,9,4.88
Hyderabad,Mehdipatnam,Night,foggy,Theft,1,3,5,54,28,231,1,2,5.9
Kolkata,Howrah,Afternoon,stormy,Pickpocketing,2,0,5,27,31,177,8,6,6.83
Mumbai,Bandra,Morning,cloudy,Mobile Theft,9,3,8,16,17,157,9,1,5.6
Chennai,Nungambakkam,Midnight,stormy,Robbery,4,0,1,75,18,146,9,3,8.38
Chennai,Adyar,Afternoon,sunny,Pickpocketing,2,3,6,26,29,250,2,4,5.18
Hyderabad,Mehdipatnam,Evening,cloudy,Chain Snatching,4,3,2,60,44,131,0,1,4.15
Mumbai,Bandra,Afternoon,foggy,Cyber Crime,4,4,1,20,36,236,7,8,5.39
Ahmedabad,Maninagar,Afternoon,sunny,Fraud,7,0,7,62,40,11,3,1,3.99
Bangalore,Koramangala,Evening,stormy,Carjacking,9,3,4,76,44,142,8,5,7.01
Ahmedabad,Chandkheda,Evening,stormy,Vandalism,8,2,1,55,21,117,7,7,5.04
Pune,Baner,Afternoon,foggy,Pickpocketing,7,0,6,10,33,60,6,6,6.73
Bangalore,Jayanagar,Evening,sunny,Cyber Crime,2,0,6,6,28,180,8,5,7.35
Kolkata,Park Street,Morning,rainy,Burglary,0,0,3,66,30,264,1,7,6.78
Delhi,Lajpat Nagar,Evening,foggy,Vandalism,2,4,6,46,41,28,3,4,6.05
Bangalore,Yeshwanthpur,Evening,stormy,Theft,0,0,9,47,27,262,4,9,9.24
Delhi,Rohini,Afternoon,cloudy,Assault,8,4,6,56,37,199,4,8,7.24
Chennai,Porur,Morning,sunny,Chain Snatching,2,2,1,62,43,104,0,1,3.76
Delhi,Dwarka,Night,rainy,Eve Teasing,7,1,6,24,34,78,8,5,7.67
Chennai,T.Nagar,Night,cloudy,Eve Teasing,5,4,8,60,31,143,8,9,7.24
Mumbai,Borivali,Midnight,sunny,Vandalism,2,3,7,71,31,198,4,6,7.12
Mumbai,Borivali,Evening,foggy,Assault,8,0,8,63,38,105,9,8,8.84
Hyderabad,Kukatpally,Evening,foggy,Burglary,7,1,8,52,24,88,2,4,6.0
Hyderabad,Dilsukhnagar,Morning,sunny,Vandalism,2,4,9,39,21,265,7,5,5.64
Kolkata,Salt Lake,Night,rainy,Theft,6,3,3,12,34,250,6,8,8.14
Bangalore,Koramangala,Midnight,sunny,Robbery,4,1,7,36,31,151,4,9,9.78
Kolkata,Salt Lake,Morning,cloudy,Cyber Crime,1,2,6,49,36,195,0,5,4.42
Chennai,Mylapore,Evening,cloudy,Vandalism,7,4,2,71,41,125,6,0,3.51
Kolkata,Tollygunge,Night,foggy,Eve Teasing,0,4,5,31,26,42,0,3,5.33
Delhi,Rohini,Midnight,sunny,Cyber Crime,3,2,3,7,25,172,0,3,6.14
Chennai,Tambaram,Afternoon,foggy,Fraud,3,4,5,61,24,53,8,2,4.5
Hyderabad,Dilsukhnagar,Night,rainy,Eve Teasing,9,0,9,69,37,252,5,7,9.36
Mumbai,Chembur,Midnight,cloudy,Assault,4,4,8,24,36,298,6,5,7.99
Hyderabad,LB Nagar,Morning,stormy,Theft,3,0,9,75,42,195,1,6,7.16
Bangalore,Yeshwanthpur,Afternoon,stormy,Burglary,0,4,9,45,36,292,7,8,8.15
Chennai,Chrompet,Midnight,sunny,Chain Snatching,6,3,8,5,22,216,6,7,8.62
Chennai,Anna Nagar,Midnight,sunny,Carjacking,9,3,8,78,44,168,4,2,8.15
Delhi,Saket,Evening,stormy,Fraud,1,1,6,8,29,221,7,3,7.13
Bangalore,Yeshwanthpur,Night,sunny,Chain Snatching,9,3,6,75,36,127,1,0,4.04
Mumbai,Mulund,Evening,cloudy,Vandalism,2,2,6,14,32,15,5,3,5.9
Ahmedabad,Satellite,Afternoon,rainy,Fraud,4,1,6,33,37,36,3,8,6.02
Chennai,Adyar,Midnight,rainy,Assault,7,3,9,19,27,295,6,4,8.93
Chennai,Guindy,Evening,foggy,Theft,9,0,1,23,40,224,5,2,5.01
Delhi,Vasant Kunj,Night,cloudy,Burglary,7,4,6,62,30,113,5,1,5.32
Kolkata,Dum Dum,Afternoon,sunny,Chain Snatching,1,3,8,57,44,21,4,5,6.79
Pune,Pimpri,Morning,sunny,Vandalism,8,0,1,50,27,298,4,3,3.25
Mumbai,Bandra,Evening,foggy,Mobile Theft,5,1,6,22,18,61,1,5,5.8
Hyderabad,Kukatpally,Afternoon,foggy,Theft,8,4,9,7,25,181,6,2,5.88
Bangalore,Indiranagar,Morning,sunny,Vandalism,3,3,6,74,41,284,6,2,4.78
Chennai,T.Nagar,Evening,sunny,Burglary,2,1,2,26,33,15,7,0,4.69
Chennai,Tambaram,Afternoon,cloudy,Chain Snatching,4,3,1,59,22,276,3,8,5.6
Hyderabad,Jubilee Hills,Afternoon,foggy,Vandalism,4,1,4,68,24,136,8,6,5.93
Mumbai,Mulund,Evening,cloudy,Theft,3,3,6,45,26,282,9,8,7.08
Pune,Aundh,Afternoon,sunny,Vandalism,6,0,9,12,42,126,2,0,4.81
Kolkata,Salt Lake,Midnight,stormy,Chain Snatching,7,2,5,69,35,85,2,7,8.21
Chennai,Chrompet,Evening,stormy,Theft,4,0,7,7,34,206,1,1,6.44
Pune,Wakad,Afternoon,sunny,Mobile Theft,8,4,6,33,25,150,9,2,4.06
Mumbai,Andheri,Morning,foggy,Assault,6,3,6,74,34,50,6,0,4.27
Hyderabad,Secunderabad,Morning,stormy,Cyber Crime,6,2,9,22,35,230,9,6,6.95
Delhi,Connaught Place,Midnight,foggy,Robbery,7,2,5,62,42,79,1,4,7.25
Kolkata,Behala,Evening,stormy,Theft,3,4,2,5,18,130,6,2,5.19
Bangalore,HSR Layout,Afternoon,foggy,Fraud,9,4,8,26,33,135,2,3,3.79
Chennai,T.Nagar,Afternoon,stormy,Robbery,5,2,3,27,34,169,0,9,7.51
Mumbai,Malad,Morning,foggy,Vandalism,4,4,9,12,24,162,7,5,6.52
Delhi,Lajpat Nagar,Midnight,cloudy,Chain Snatching,0,4,5,33,29,198,7,5,8.2
Bangalore,Hebbal,Morning,foggy,Theft,8,3,1,48,27,226,9,1,4.6
Ahmedabad,Naranpura,Morning,cloudy,Cyber Crime,1,0,4,66,27,47,0,6,4.72
Mumbai,Borivali,Midnight,cloudy,Chain Snatching,5,1,9,23,35,252,5,1,7.41
Mumbai,Malad,Evening,sunny,Theft,7,2,1,63,42,102,3,8,5.9
Bangalore,Rajajinagar,Afternoon,cloudy,Mobile Theft,2,1,8,23,32,35,4,1,5.28
Delhi,Pitampura,Evening,rainy,Chain Snatching,4,2,8,26,21,5,7,4,7.46
Ahmedabad,Bopal,Night,cloudy,Fraud,6,2,9,72,44,198,7,7,8.32
Pune,Koregaon Park,Night,foggy,Carjacking,3,0,9,9,28,11,6,7,10.0
Pune,Wakad,Night,cloudy,Robbery,4,2,6,9,19,102,4,3,7.83
Hyderabad,Abids,Midnight,foggy,Robbery,0,2,5,29,23,186,5,6,9.12
Delhi,Nehru Place,Morning,foggy,Theft,3,0,7,28,44,177,7,7,7.94
Kolkata,Barasat,Evening,rainy,Vandalism,6,4,9,5,36,170,4,7,7.13
Chennai,Velachery,Afternoon,cloudy,Burglary,9,1,5,32,41,176,2,4,5.54
Bangalore,Koramangala,Night,cloudy,Burglary,6,2,3,51,31,88,8,9,7.67
Hyderabad,Miyapur,Evening,stormy,Robbery,9,0,9,64,39,203,8,1,7.79
Ahmedabad,Vastrapur,Night,stormy,Cyber Crime,9,2,1,23,19,210,9,1,4.62
Bangalore,Whitefield,Night,sunny,Cyber Crime,3,0,1,18,30,212,0,4,4.83
Bangalore,Marathahalli,Afternoon,foggy,Carjacking,5,1,4,74,23,20,6,3,6.3
Delhi,Rohini,Midnight,rainy,Burglary,4,3,2,12,31,87,3,3,6.51
Chennai,Tambaram,Morning,stormy,Pickpocketing,0,4,7,41,44,12,5,2,4.93
Kolkata,Salt Lake,Midnight,cloudy,Burglary,7,3,2,76,32,119,6,8,7.18
Pune,Hadapsar,Evening,sunny,Eve Teasing,6,0,7,14,17,177,7,7,7.53
Mumbai,Thane,Midnight,rainy,Chain Snatching,4,2,8,71,42,128,4,3,7.93
Mumbai,Bandra,Evening,cloudy,Robbery,9,4,8,17,19,50,4,6,6.86
Bangalore,Jayanagar,Evening,cloudy,Carjacking,9,1,3,43,44,41,5,7,6.82
Pune,Kothrud,Morning,foggy,Vandalism,6,4,9,68,36,94,6,5,5.6
Pune,Pimpri,Afternoon,foggy,Theft,9,2,6,34,35,241,4,1,4.59
Chennai,Adyar,Morning,stormy,Assault,2,3,4,8,31,60,4,7,7.69
Ahmedabad,Isanpur,Midnight,stormy,Fraud,7,0,8,49,34,227,3,2,7.31
Ahmedabad,Isanpur,Evening,cloudy,Cyber Crime,4,3,4,10,36,276,0,3,5.1
Hyderabad,Dilsukhnagar,Night,cloudy,Robbery,1,4,4,20,18,17,6,3,7.36
Delhi,Connaught Place,Night,stormy,Carjacking,1,2,8,26,18,243,6,6,9.82
Chennai,Mylapore,Evening,stormy,Theft,3,0,4,25,35,46,5,7,7.11
Chennai,Adyar,Morning,cloudy,Assault,6,2,1,69,38,17,9,8,6.73
Delhi,Pitampura,Afternoon,rainy,Cyber Crime,9,2,6,34,35,200,1,0,3.2
Pune,Shivajinagar,Morning,cloudy,Eve Teasing,3,4,8,28,21,252,1,0,4.47
Ahmedabad,Nikol,Evening,rainy,Mobile Theft,8,3,3,68,22,191,5,6,6.07
Ahmedabad,Satellite,Evening,rainy,Robbery,1,2,2,17,36,48,8,3,6.93
Pune,Baner,Afternoon,cloudy,Vandalism,5,2,6,30,36,93,4,9,6.44
Ahmedabad,Naranpura,Midnight,sunny,Fraud,3,2,1,24,44,236,6,7,7.2
Bangalore,BTM Layout,Midnight,stormy,Cyber Crime,5,0,5,65,16,221,1,4,7.22
Chennai,Adyar,Afternoon,foggy,Assault,9,2,6,10,43,166,5,0,5.82
Mumbai,Mulund,Midnight,cloudy,Vandalism,8,2,8,47,43,253,5,1,5.36
Delhi,Pitampura,Night,rainy,Burglary,9,4,7,53,24,56,9,9,8.67
Ahmedabad,Navrangpura,Midnight,cloudy,Theft,8,2,6,13,19,5,5,2,6.15
Hyderabad,Secunderabad,Midnight,stormy,Robbery,8,2,2,41,31,237,5,1,7.65
Ahmedabad,Ghatlodia,Midnight,rainy,Theft,8,4,8,20,39,220,3,8,7.69
Ahmedabad,Chandkheda,Night,foggy,Assault,2,0,8,8,21,223,4,6,9.63
Kolkata,Howrah,Midnight,foggy,Pickpocketing,8,3,5,36,16,77,3,1,5.85
Bangalore,Jayanagar,Night,foggy,Pickpocketing,2,4,3,21,20,19,5,6,6.32
Delhi,Rohini,Afternoon,sunny,Fraud,9,0,8,45,24,264,8,9,7.16
Kolkata,Howrah,Morning,rainy,Burglary,2,3,5,49,23,203,4,0,4.96
Kolkata,Dum Dum,Afternoon,rainy,Cyber Crime,4,2,3,20,42,141,4,4,4.16
Hyderabad,Kukatpally,Morning,sunny,Eve Teasing,5,4,9,24,19,79,2,4,5.01
Chennai,Anna Nagar,Afternoon,rainy,Carjacking,8,2,9,46,17,209,6,8,8.34
Hyderabad,Miyapur,Morning,sunny,Robbery,0,4,7,14,25,255,4,3,7.04
Chennai,Nungambakkam,Morning,cloudy,Mobile Theft,7,3,8,56,24,39,1,3,3.55
Chennai,Mylapore,Evening,stormy,Robbery,3,0,5,64,30,201,8,5,8.23
Delhi,Pitampura,Morning,foggy,Assault,9,4,5,52,41,85,4,1,4.91
Ahmedabad,Chandkheda,Morning,sunny,Pickpocketing,6,0,5,27,34,42,6,9,6.54
Delhi,Nehru Place,Evening,sunny,Chain Snatching,5,2,2,37,33,235,6,5,5.53
Bangalore,Whitefield,Midnight,sunny,Eve Teasing,5,2,3,29,15,69,9,6,6.87
Chennai,Anna Nagar,Midnight,cloudy,Assault,6,3,8,54,40,130,7,3,7.47
Kolkata,Gariahat,Evening,sunny,Eve Teasing,3,3,6,74,44,131,3,9,6.41
Ahmedabad,Nikol,Night,stormy,Cyber Crime,5,1,9,59,25,247,6,8,8.51
Mumbai,Chembur,Morning,stormy,Cyber Crime,2,1,7,72,43,154,2,4,6.14
Bangalore,Koramangala,Morning,foggy,Chain Snatching,4,3,6,8,29,229,8,2,6.65
Delhi,Saket,Evening,cloudy,Cyber Crime,1,2,4,32,21,88,7,8,6.66
Hyderabad,LB Nagar,Evening,stormy,Pickpocketing,2,0,7,33,22,228,9,0,6.67
Bangalore,Yeshwanthpur,Night,rainy,Vandalism,8,3,4,52,30,26,8,7,7.02
Bangalore,Whitefield,Midnight,rainy,Mobile Theft,5,0,7,76,32,237,1,0,5.61
Ahmedabad,Satellite,Afternoon,rainy,Chain Snatching,2,1,5,17,38,174,3,9,7.74
Bangalore,Hebbal,Midnight,sunny,Assault,1,0,2,47,42,291,0,7,8.66
Bangalore,Rajajinagar,Morning,sunny,Mobile Theft,4,3,7,13,39,60,7,4,4.98
Mumbai,Andheri,Evening,rainy,Carjacking,9,2,8,44,37,169,3,6,7.4
Pune,Viman Nagar,Night,foggy,Eve Teasing,4,3,2,50,25,262,3,7,7.5
Hyderabad,Abids,Midnight,foggy,Cyber Crime,0,4,6,62,15,115,6,0,5.6
Hyderabad,Miyapur,Night,sunny,Burglary,2,4,4,60,30,174,5,0,5.58
Hyderabad,Abids,Midnight,rainy,Assault,6,4,5,16,18,220,2,6,8.28
Chennai,Chrompet,Morning,foggy,Vandalism,8,2,1,29,37,127,7,0,3.44
Kolkata,Gariahat,Afternoon,sunny,Carjacking,4,3,6,20,20,4,1,3,5.42
Pune,Aundh,Night,rainy,Pickpocketing,3,4,8,55,25,185,0,5,6.87
Hyderabad,Miyapur,Night,cloudy,Cyber Crime,2,3,2,76,44,171,1,1,4.83
Bangalore,Indiranagar,Afternoon,rainy,Fraud,9,1,1,57,38,198,8,9,6.33
Bangalore,Marathahalli,Night,rainy,Robbery,8,4,9,56,20,230,4,4,8.3
